last_name, first_name,player_id,year,xslg,xwoba,xobp,xiso,exit_velocity_avg,barrel_batted_rate,solidcontact_percent,hard_hit_percent,sprint_speed,
d'Arnaud, Travis,518595,2019,.454,.335,.326,.193,90,7.7,8.5,39.7,26.8,
Dietrich, Derek,518618,2019,.409,.335,.351,.196,87.2,10.1,5.6,31.4,26.6,
Donaldson, Josh,518626,2019,.530,.385,.383,.268,92.9,15.7,5.1,50.5,25.7,
Freeman, Freddie,518692,2019,.567,.395,.388,.274,89.7,12.3,7,42.5,26.5,
Grandal, Yasmani,518735,2019,.469,.362,.375,.232,90.7,11.3,8.7,41.8,24.2,
Heyward, Jason,518792,2019,.392,.320,.345,.139,88.8,5.7,5.9,36.5,27.4,
LeMahieu, DJ,518934,2019,.514,.370,.359,.205,91.9,7.5,6.8,48.3,26.7,
Lucroy, Jonathan,518960,2019,.357,.292,.306,.126,86.9,2.9,6.9,32.5,25.3,
Moreland, Mitch,519048,2019,.489,.349,.331,.237,90.8,11.5,5.3,45.7,25.0,
Moustakas, Mike,519058,2019,.500,.349,.333,.242,89.5,10.3,6.1,40.8,25.6,
Rizzo, Anthony,519203,2019,.485,.386,.409,.190,89,6.8,5.6,37,25.2,
Sogard, Eric,519299,2019,.372,.307,.331,.107,85.7,2.1,3.2,20.4,26.3,
Thames, Eric,519346,2019,.422,.319,.322,.204,90.9,8.9,8.9,44.2,26.7,
Vogt, Stephen,519390,2019,.483,.329,.304,.233,89.8,10.4,9.3,41.1,26.4,
Galvis, Freddy,520471,2019,.385,.281,.272,.151,88.8,5.8,4.8,36.1,25.8,
Forsythe, Logan,523253,2019,.398,.318,.330,.166,89.2,5.5,7.8,40.1,27.3,
Flores, Wilmer,527038,2019,.436,.331,.332,.151,87.4,5.1,4.7,30.6,25.4,
Garcia, Avisail,541645,2019,.492,.343,.323,.221,89.5,11.7,6.8,40.3,28.9,
Ozuna, Marcell,542303,2019,.528,.374,.362,.248,91.8,12.1,6.7,48.5,27.5,
Villar, Jonathan,542340,2019,.408,.313,.313,.164,88.9,6.8,5.7,37.1,28.0,
Santana, Danny,542454,2019,.504,.345,.320,.226,91.4,9.5,7.3,43.6,27.8,
Aguilar, Jesus,542583,2019,.440,.333,.335,.195,89.4,7.5,7.5,38.3,23.4,
Beckham, Tim,542921,2019,.411,.291,.271,.197,87.2,8.4,8.4,33.8,26.8,
Berti, Jon,542932,2019,.378,.316,.335,.121,87,3.8,3.8,38.7,29.8,
Crawford, Brandon,543063,2019,.393,.304,.312,.156,87.8,5.4,6.5,35.2,25.7,
Cron, C.J.,543068,2019,.544,.364,.329,.273,91.1,15,4.8,45,26.1,
Gomes, Yan,543228,2019,.390,.301,.312,.173,87.6,6.9,6.5,36.1,26.6,
Grossman, Robbie,543257,2019,.378,.323,.353,.118,87.7,2.4,5.7,31,27.5,
Hicks, Aaron,543305,2019,.361,.285,.291,.165,89.7,9.2,2,37.1,27.6,
Hicks, John,543308,2019,.350,.248,.232,.148,87.9,6.6,6.6,29.9,26.6,
Hosmer, Eric,543333,2019,.411,.304,.297,.162,90.8,7.2,4.8,46,25.7,
Kipnis, Jason,543401,2019,.414,.313,.315,.161,88.1,5.5,5.8,34.4,26.8,
McCann, James,543510,2019,.442,.321,.312,.187,90.1,8.9,5.6,43.8,26.2,
Nola, Austin,543592,2019,.376,.301,.314,.140,87.4,4,9,35.6,27.2,
Rendon, Anthony,543685,2019,.590,.414,.407,.280,90.4,12,6.6,46.6,26.7,
Semien, Marcus,543760,2019,.479,.352,.349,.218,88.9,8.5,4.9,38.1,28.1,
Shaw, Travis,543768,2019,.337,.283,.305,.153,89.1,7.1,3.5,37.9,25.7,
Springer III, George,543807,2019,.564,.391,.371,.288,89.8,14.1,5.9,44.8,28.5,
Strange-Gordon, Dee,543829,2019,.299,.253,.275,.058,84.2,0,1.5,19,28.5,
Vazquez, Christian,543877,2019,.430,.305,.292,.186,89.4,5.9,8.8,40.1,25.7,
Wong, Kolten,543939,2019,.339,.288,.316,.106,86.2,2.2,3.9,25.4,27.6,
Gregorius, Didi,544369,2019,.383,.281,.273,.151,88.2,5.5,6.6,35.8,27.7,
Garcia, Leury,544725,2019,.351,.272,.275,.109,88.2,3.8,3.1,29.9,28.5,
Grichuk, Randal,545341,2019,.429,.304,.286,.193,89.3,8.5,7.3,39.5,28.1,
Marisnick, Jake,545350,2019,.328,.256,.257,.129,86.7,4,6,31.2,29.3,
Trout, Mike,545361,2019,.672,.456,.452,.365,90.9,18.9,7.1,44.1,29.3,
Almora Jr., Albert,546991,2019,.385,.285,.288,.131,86.3,4.6,2.8,27.5,28.4,
Ruiz, Rio,547004,2019,.354,.291,.304,.125,88.4,2.8,7.4,36.5,25.9,
Wolters, Tony,547172,2019,.320,.286,.327,.072,85.3,0,4,19.7,26.1,
Harper, Bryce,547180,2019,.543,.384,.382,.272,91.9,14.8,7.5,45.6,28.3,
Perez, Roberto,547379,2019,.440,.318,.305,.220,90.2,11,5.5,41.3,24.3,
Martin, Leonys,547982,2019,.327,.257,.257,.149,87.3,6.2,3.1,27.3,27.2,
Abreu, Jose,547989,2019,.514,.357,.331,.236,92.1,12.6,6.1,48,26.6,
Diaz, Elias,553869,2019,.325,.277,.297,.086,88.1,2.4,4,34.3,26.1,
Narvaez, Omar,553882,2019,.420,.324,.332,.166,85.5,5.3,5.9,28.1,24.2,
Suarez, Eugenio,553993,2019,.493,.351,.337,.250,89.3,13.8,6.1,40.8,25.9,
Santana, Domingo,570267,2019,.468,.336,.323,.223,89,12.1,5.9,42.1,26.8,
Urshela, Gio,570482,2019,.489,.343,.324,.209,90.6,7,8.4,41.8,26.3,
Sanchez, Yolmer,570560,2019,.308,.269,.294,.083,87.1,1,5.4,27,27.7,
Schoop, Jonathan,570731,2019,.437,.313,.297,.188,87.6,8.8,5.3,38.5,27.4,
Adams, Matt,571431,2019,.479,.320,.281,.251,88.6,14.8,8.2,43.9,25.9,
Arenado, Nolan,571448,2019,.481,.343,.341,.210,89.4,8,6.8,37.6,25.9,
Barnhart, Tucker,571466,2019,.315,.276,.313,.103,86.4,3,4.3,27.9,24.1,
Goodwin, Brian,571718,2019,.398,.298,.297,.171,87.6,6.3,8,33.3,28.0,
Hamilton, Billy,571740,2019,.247,.241,.281,.038,80.5,0,0.4,7.5,29.5,
Haniger, Mitch,571745,2019,.440,.321,.316,.220,88.4,11.4,4.2,40.9,27.2,
Hernandez, Enrique,571771,2019,.396,.303,.307,.159,88.3,5.6,6.5,34.5,27.4,
Holt, Brock,571788,2019,.346,.300,.329,.099,87.4,1.5,5.3,30.5,26.1,
Muncy, Max,571970,2019,.509,.380,.384,.248,89.8,12,7.9,43.4,27.7,
Myers, Wil,571976,2019,.427,.317,.312,.198,90.2,11.2,8.6,41.4,28.4,
Naquin, Tyler,571980,2019,.467,.325,.310,.195,90.8,9,4.2,38.9,26.9,
Phegley, Josh,572033,2019,.366,.283,.287,.122,84.1,3.1,5,24.1,25.8,
Piscotty, Stephen,572039,2019,.417,.310,.303,.177,89.1,7.2,7.2,40.8,25.9,
Pollock, AJ,572041,2019,.454,.332,.323,.196,90.6,8,5.9,39.9,28.1,
Seager, Kyle,572122,2019,.482,.347,.336,.226,89.5,8.4,6.8,39.7,26.4,
Voit III, Luke,572228,2019,.496,.365,.364,.249,89.7,13.2,7.3,41.2,25.7,
Walker, Christian,572233,2019,.516,.364,.351,.254,91.1,13.1,6.9,48.8,27.2,
Zunino, Mike,572287,2019,.381,.274,.258,.187,88.4,11.3,5.4,36.9,26.3,
Carpenter, Matt,572761,2019,.398,.318,.327,.184,88,7.2,8.5,31.1,26.0,
Dickerson, Corey,572816,2019,.470,.320,.301,.210,87.1,8.2,7.7,35.6,27.6,
Dozier, Brian,572821,2019,.425,.329,.338,.190,88.5,6.7,7.1,35.4,26.9,
Yastrzemski, Mike,573262,2019,.500,.339,.314,.250,89.6,11.2,8.6,42.9,27.5,
Contreras, Willson,575929,2019,.481,.347,.334,.234,88.5,11.5,6.5,41.5,27.8,
Iglesias, Jose,578428,2019,.348,.276,.289,.092,84.1,2.3,2.3,24.2,27.1,
Osuna, Jose,591741,2019,.441,.325,.314,.176,89.2,5.1,6.5,37.4,27.1,
Bryant, Kris,592178,2019,.459,.347,.351,.214,87.6,9.3,6.8,34.1,28.2,
Canha, Mark,592192,2019,.469,.362,.373,.224,89.1,9.8,5.6,40.7,27.7,
Castellanos, Nick,592206,2019,.534,.360,.326,.258,88.9,10.9,9.1,41.5,27.9,
DeShields, Delino,592261,2019,.306,.267,.290,.096,86.9,2.2,4.5,24.3,29.5,
Drury, Brandon,592273,2019,.423,.306,.291,.177,86.9,9.1,6.8,36.7,26.8,
Gamel, Ben,592325,2019,.338,.294,.320,.112,88.2,3.8,6.7,38,28.1,
Goodrum, Niko,592348,2019,.380,.299,.308,.149,89.3,6.3,8.7,41.7,29.0,
Jones, JaCoby,592444,2019,.445,.325,.319,.201,91.7,10.7,6.8,47.8,28.3,
Judge, Aaron,592450,2019,.566,.394,.381,.295,96,19.7,13,58.4,28.3,
Machado, Manny,592518,2019,.467,.346,.344,.203,91.2,8,8,43.7,26.4,
Moran, Colin,592567,2019,.432,.311,.305,.175,88.2,7.4,6.5,34.8,25.4,
Pederson, Joc,592626,2019,.473,.343,.336,.227,91.2,10.3,5,43.5,26.2,
Realmuto, J.T.,592663,2019,.468,.341,.331,.195,90.3,8.7,7.6,41.2,28.7,
Renfroe, Hunter,592669,2019,.455,.314,.294,.235,89.9,12,5.5,39.4,27.1,
Rosario, Eddie,592696,2019,.490,.324,.286,.232,89.2,8.5,7.1,36,27.1,
Simmons, Andrelton,592743,2019,.321,.267,.285,.083,87.8,1.7,2.8,33.6,26.3,
Wilkerson, Stevie,592859,2019,.310,.252,.260,.113,86.3,3.6,7.1,30.4,28.4,
Yelich, Christian,592885,2019,.626,.427,.417,.313,93.3,15.8,6.4,49.1,28.7,
Merrifield, Whit,593160,2019,.421,.318,.323,.147,87,4.3,5.5,29.1,28.6,
Bogaerts, Xander,593428,2019,.469,.351,.349,.202,90.5,8.4,7,43.9,28.1,
Alberto, Hanser,593643,2019,.384,.294,.299,.110,84.4,2.9,2.7,18.5,26.9,
Polanco, Jorge,593871,2019,.457,.336,.333,.190,88,6.7,8.2,33.1,28.2,
Sano, Miguel,593934,2019,.550,.368,.335,.316,94.4,21.2,6.3,57.2,26.6,
Calhoun, Kole,594777,2019,.467,.336,.331,.228,89.5,11.2,8.4,42.3,25.9,
Eaton, Adam,594809,2019,.399,.324,.341,.147,88.9,3.8,6.6,34.3,28.3,
Garcia, Greg,594824,2019,.298,.292,.337,.083,85.8,2.6,1.7,27,27.6,
Kiermaier, Kevin,595281,2019,.397,.296,.292,.154,89.2,5.5,4.3,37.7,29.5,
Alfaro, Jorge,595751,2019,.449,.317,.297,.204,90.7,11.1,6.8,44.9,28.9,
Profar, Jurickson,595777,2019,.412,.317,.322,.171,86.6,6.2,4.9,30.7,26.7,
Baez, Javier,595879,2019,.502,.333,.299,.239,91.1,12.7,5,43.6,28.7,
Hedges, Austin,595978,2019,.347,.265,.269,.152,86.7,8.3,5.8,32.5,24.4,
Lindor, Francisco,596019,2019,.461,.332,.326,.189,91,7.5,4.7,41,27.5,
Odor, Rougned,596059,2019,.458,.317,.295,.240,91.1,13.6,6.4,45.6,27.9,
Smith Jr., Dwight,596105,2019,.376,.293,.295,.138,89.1,4.3,5.4,38.9,26.1,
Story, Trevor,596115,2019,.471,.344,.335,.210,91,8.9,7,45.8,29.3,
Vogelbach, Daniel,596129,2019,.438,.344,.355,.215,88.8,10.5,6.3,38,23.9,
Sanchez, Gary,596142,2019,.559,.369,.330,.312,91.1,19.1,4.4,42.3,25.5,
Cuthbert, Cheslor,596144,2019,.377,.289,.293,.132,89,4.5,6.2,38.6,26.6,
Kepler, Max,596146,2019,.454,.341,.341,.197,89.7,8.9,7.5,42.1,27.7,
Franco, Maikel,596748,2019,.417,.296,.308,.174,89,6.9,4.5,38.5,25.3,
Choi, Ji-Man,596847,2019,.492,.365,.365,.232,91.2,11.3,7.1,42.7,25.4,
Bradley Jr., Jackie,598265,2019,.411,.314,.317,.187,90.2,9.6,6.1,44.3,27.6,
La Stella, Tommy,600303,2019,.481,.353,.346,.186,88.2,5.3,4.9,31.2,25.7,
Severino, Pedro,600474,2019,.443,.336,.337,.177,87.6,8.5,3.8,33.6,27.1,
Nunez, Renato,600524,2019,.470,.334,.319,.218,89.9,10.7,5.5,40.9,27.1,
Candelario, Jeimer,600869,2019,.368,.307,.329,.137,88.2,5.9,7.2,33.8,27.3,
Ahmed, Nick,605113,2019,.426,.323,.322,.170,87.8,6.6,5.5,34,28.2,
Anderson, Brian,605119,2019,.454,.340,.337,.200,89.9,8.9,7.2,46,27.0,
Bell, Josh,605137,2019,.557,.383,.373,.275,92.4,12.7,7.7,46.9,26.8,
Betts, Mookie,605141,2019,.567,.405,.402,.263,91,10.3,8.3,47.6,27.9,
Caratini, Victor,605170,2019,.432,.339,.341,.178,89.7,9,4.3,35.9,25.0,
Davis, J.D.,605204,2019,.540,.382,.370,.231,91.5,11.1,5.7,47.9,26.2,
Panik, Joe,605412,2019,.372,.304,.323,.121,86.8,2,6,25.8,25.4,
Smith, Mallex,605480,2019,.282,.254,.276,.082,85.2,2.2,3.5,20.1,29.5,
Castro, Harold,605612,2019,.366,.275,.273,.111,87.2,3.6,3.6,28.4,27.2,
Arcia, Orlando,606115,2019,.346,.273,.283,.127,87.9,4.3,4.6,31.3,26.3,
Tapia, Raimel,606132,2019,.380,.291,.292,.123,87.6,3.7,3.7,31.6,28.6,
Hernandez, Teoscar,606192,2019,.447,.312,.292,.232,91.2,11.7,10.6,42.3,29.2,
Peraza, Jose,606299,2019,.345,.284,.300,.092,84.9,0.3,5.6,25.6,28.1,
Marte, Ketel,606466,2019,.525,.375,.363,.225,90,9.3,5.8,40,27.9,
Nimmo, Brandon,607043,2019,.351,.332,.380,.133,89.3,6.8,4.5,35.6,28.5,
Turner, Trea,607208,2019,.456,.339,.338,.176,90.4,6.8,6.3,42,30.4,
Beaty, Matt,607461,2019,.420,.318,.323,.149,89.4,5.1,7.4,40.5,27.4,
Pillar, Kevin,607680,2019,.410,.299,.292,.149,86.4,4.9,5.7,30.8,28.0,
Ramirez, Jose,608070,2019,.460,.341,.340,.193,89.2,6.3,7,35.7,27.9,
Bregman, Alex,608324,2019,.448,.370,.398,.187,89.3,4.8,9.8,38,27.4,
Gallo, Joey,608336,2019,.599,.394,.365,.376,94.8,26.4,8.5,53.1,27.8,
Kelly, Carson,608348,2019,.456,.337,.348,.210,88.9,8.5,8.5,40.4,25.2,
Seager, Corey,608369,2019,.454,.328,.319,.200,88.8,7.3,7.1,38.2,26.9,
Winker, Jesse,608385,2019,.426,.340,.356,.158,89.2,4.3,7.6,41.1,25.6,
Lugo, Dawel,608475,2019,.376,.279,.276,.127,86.7,4.6,6,36,27.5,
Mazara, Nomar,608577,2019,.478,.335,.316,.214,89.1,10.7,6.1,39.3,26.5,
Murphy, Tom,608596,2019,.433,.299,.273,.216,90.6,10.9,7.5,44.8,26.3,
Guzman, Ronald,608597,2019,.421,.323,.325,.187,85.6,8.7,6.9,36.5,25.9,
Mondesi, Adalberto,609275,2019,.370,.276,.264,.142,88.8,8.2,3.1,34.3,30.0,
Reyes, Franmil,614177,2019,.535,.359,.323,.276,93.3,14.8,9,51,26.6,
Martin Jr., Richie,621006,2019,.297,.247,.259,.090,83.2,2.4,3.9,25.2,29.5,
Swanson, Dansby,621020,2019,.477,.350,.345,.206,89.9,10.1,6,41.6,28.7,
Newman, Kevin,621028,2019,.370,.300,.318,.100,85.3,2.1,2.8,24.8,28.5,
Taylor, Chris,621035,2019,.377,.295,.306,.147,86,5.4,8.1,32.3,28.7,
Correa, Carlos,621043,2019,.533,.380,.360,.261,89,12.9,9.6,42,27.6,
Dahl, David,621311,2019,.488,.343,.324,.221,88.7,10.3,6.3,39.5,28.2,
Buxton, Byron,621439,2019,.416,.303,.296,.173,90,7.8,6.3,38.7,30.4,
Duggar, Steven,621453,2019,.338,.265,.267,.118,85.7,4.3,6.5,32.8,28.2,
Stewart, Christin,621514,2019,.430,.316,.315,.188,86.8,7.4,7.4,33.6,26.8,
Wendle, Joey,621563,2019,.342,.294,.318,.086,87.4,1.5,4.1,32.5,28.6,
Olson, Matt,621566,2019,.568,.381,.356,.295,92.7,14.5,9,50.3,26.2,
Margot, Manuel,622534,2019,.327,.274,.291,.107,87.7,3.5,6.1,34.8,29.1,
Reyes, Victor,622682,2019,.357,.283,.296,.096,87.6,1.9,5.6,31.6,29.0,
Bote, David,623520,2019,.378,.319,.350,.136,89.7,5.7,6.6,36.3,27.6,
Ramirez, Harold,623912,2019,.402,.303,.303,.137,88.8,6,3.6,34.1,29.0,
Santander, Anthony,623993,2019,.460,.319,.296,.201,89.9,7.7,6.4,36.6,27.5,
Alonso, Pete,624413,2019,.544,.376,.354,.291,90.7,15.8,6.7,42.9,26.5,
Biggio, Cavan,624415,2019,.424,.346,.368,.185,88.9,9,6.9,39.9,28.3,
Conforto, Michael,624424,2019,.500,.368,.369,.239,89.2,11.6,5.2,39.1,27.5,
Frazier, Adam,624428,2019,.397,.314,.330,.126,87.1,1.9,6.4,28.3,27.2,
Puig, Yasiel,624577,2019,.441,.322,.313,.191,90,9.2,5.4,39.1,28.2,
Soler, Jorge,624585,2019,.590,.393,.362,.316,92.6,16.6,8.2,50,27.0,
Ervin, Phillip,640447,2019,.361,.292,.297,.132,85,4.6,4.6,31.1,27.5,
Meadows, Austin,640457,2019,.546,.375,.356,.265,90.4,12.5,6.8,42.9,28.2,
Mercado, Oscar,640458,2019,.397,.306,.309,.140,88,4.1,6.3,33.9,29.6,
Pinder, Chad,640461,2019,.426,.307,.293,.183,90.9,8.2,6.6,43.9,27.1,
Anderson, Tim,641313,2019,.456,.325,.311,.169,88.3,5.1,5.9,37.6,28.7,
Bauers, Jake,641343,2019,.350,.292,.308,.130,88.1,5,5,33.1,27.7,
Bellinger, Cody,641355,2019,.634,.428,.419,.316,91.2,13,6.6,45.7,28.8,
Calhoun, Willie,641432,2019,.439,.323,.314,.183,89.7,6.2,6.6,40.7,26.4,
Crawford, J.P.,641487,2019,.332,.291,.319,.101,85,3.4,3.4,24.8,27.4,
Dixon, Brandon,641525,2019,.439,.304,.279,.206,89.5,11.2,7.7,40.4,28.6,
Dozier, Hunter,641531,2019,.463,.335,.327,.207,91,10,7.1,42.6,28.3,
Garver, Mitch,641598,2019,.575,.383,.350,.320,91.1,15.5,10.6,49.1,26.4,
Hampson, Garrett,641658,2019,.321,.260,.272,.107,85.8,3.7,4.2,26.2,30.1,
Locastro, Tim,641796,2019,.293,.293,.336,.069,84.4,1.2,3.5,19.4,30.8,
Mancini III, Trey,641820,2019,.503,.362,.353,.226,90.3,10.3,7.3,42.7,26.7,
McKinney, Billy,641856,2019,.365,.280,.278,.146,86.7,6.6,6.6,31.9,27.4,
McMahon, Ryan,641857,2019,.430,.325,.323,.187,91.9,9,7.1,48,26.4,
Tellez, Rowdy,642133,2019,.476,.335,.316,.226,90.7,13.2,7.4,41.2,24.8,
VanMeter, Josh,642165,2019,.408,.319,.329,.169,90.1,4,10.4,38.1,26.8,
Rosario, Amed,642708,2019,.412,.313,.317,.132,89.3,4.2,4.4,39.1,29.2,
Adames, Willy,642715,2019,.434,.318,.311,.186,88.5,8.4,7.1,35.6,28.3,
Benintendi, Andrew,643217,2019,.452,.337,.338,.192,89.1,8.1,7.6,37.8,27.1,
Cooper, Garrett,643265,2019,.466,.344,.335,.197,89.1,9.5,5.9,40.4,27.2,
Jansen, Danny,643376,2019,.419,.315,.315,.172,88.9,5.9,5.6,40,27.4,
Kemp, Tony,643393,2019,.276,.251,.277,.084,86.2,1.5,2.5,15.7,26.3,
McNeil, Jeff,643446,2019,.458,.346,.350,.178,88.9,4.8,7.1,36.3,27.3,
Tauchman, Mike,643565,2019,.407,.322,.335,.161,88.7,6.3,8.4,38.9,27.9,
White, Tyler,643603,2019,.295,.269,.298,.100,86,3.6,6.1,30.4,25.1,
Albies, Ozzie,645277,2019,.485,.348,.343,.200,88.9,6.6,7,34,28.6,
Robles, Victor,645302,2019,.365,.292,.303,.136,83.3,4.8,5.5,23,29.3,
Devers, Rafael,646240,2019,.519,.362,.346,.226,92.5,9,9.6,48.5,27.0,
Naylor, Josh,647304,2019,.380,.298,.305,.142,89.6,6.3,5.3,36.3,26.1,
Arraez, Luis,650333,2019,.404,.332,.357,.119,87.1,2.7,2.7,22.8,26.9,
Jimenez, Eloy,650391,2019,.521,.351,.315,.256,91.1,12.8,7.1,47.8,27.8,
Torres, Gleyber,650402,2019,.487,.337,.317,.232,89.1,10.1,5.4,36,26.5,
Diaz, Yandy,650490,2019,.487,.356,.354,.208,91.7,10.4,8,44.8,26.5,
