last_name, first_name,player_id,year,xslg,xwoba,xobp,xiso,exit_velocity_avg,barrel_batted_rate,solidcontact_percent,hard_hit_percent,sprint_speed,
Kemp, Matt,461314,2020,.430,.321,.314,.205,85.3,7.9,9.2,28.9,25.9,
Gurriel, Yuli,493329,2020,.404,.315,.311,.142,89.3,3.7,7.4,36.5,27.3,
Rojas, Miguel,500743,2020,.381,.330,.366,.106,87.3,0.9,8.4,31.8,26.5,
Davis, Khris,501981,2020,.407,.320,.321,.187,87.7,8.3,10,31.7,25.5,
Segura, Jean,516416,2020,.391,.318,.334,.141,87.7,6.1,3.4,38.5,28.3,
d'Arnaud, Travis,518595,2020,.533,.384,.366,.234,93.4,11.2,6.9,57.8,26.3,
Grandal, Yasmani,518735,2020,.403,.327,.334,.196,90.3,7.6,9.5,43.8,23.5,
Moreland, Mitch,519048,2020,.476,.335,.316,.240,88.2,14.4,1,40.4,24.2,
Vogt, Stephen,519390,2020,.304,.253,.259,.126,87.3,3.6,5.5,30.9,26.1,
Inciarte, Ender,542255,2020,.261,.253,.283,.051,78.2,1.1,0,6.4,26.1,
Harrison, Josh,543281,2020,.449,.358,.371,.151,83.8,4.3,5.8,23.2,26.8,
Vazquez, Christian,543877,2020,.356,.284,.287,.134,88.4,4.6,6.2,40,25.0,
Wong, Kolten,543939,2020,.304,.285,.322,.070,86.5,0.6,3.2,26.6,26.7,
Schoop, Jonathan,570731,2020,.386,.299,.293,.144,87.2,5.6,4.8,33.6,27.2,
Barnhart, Tucker,571466,2020,.408,.315,.311,.182,85.4,7.1,4.3,18.6,24.3,
Hernandez, Enrique,571771,2020,.383,.290,.269,.158,88.5,7.3,9.2,43.1,27.2,
Lamb, Jake,571875,2020,.427,.328,.322,.190,90.2,7.9,12.7,50.8,26.7,
Taylor, Michael A.,572191,2020,.480,.325,.283,.251,89,15.4,1.5,36.9,28.2,
Castellanos, Nick,592206,2020,.542,.374,.341,.270,91,16,6.7,46.7,27.7,
DeShields, Delino,592261,2020,.303,.267,.285,.077,84,1.2,4.9,19.5,28.6,
Rosario, Eddie,592696,2020,.435,.316,.305,.191,87.5,6.2,8.4,35.4,26.8,
Yelich, Christian,592885,2020,.468,.375,.391,.220,94,12.1,8.1,55.6,28.1,
Sano, Miguel,593934,2020,.480,.325,.287,.266,95.2,22.9,9.4,57.3,26.5,
Calhoun, Kole,594777,2020,.509,.374,.366,.250,89.4,11.8,8.3,38.2,25.9,
Lindor, Francisco,596019,2020,.439,.345,.354,.162,89.9,5.6,9.1,41.1,27.4,
Slater, Austin,596103,2020,.540,.416,.425,.237,89.2,14.1,4.7,45.3,27.8,
Ahmed, Nick,605113,2020,.374,.302,.307,.129,87.7,5.2,5.2,33.3,28.1,
Bell, Josh,605137,2020,.381,.297,.308,.153,91.7,8.6,3.6,42.9,26.2,
Caratini, Victor,605170,2020,.318,.285,.311,.102,87.9,3.5,8.2,36.5,24.6,
Arcia, Orlando,606115,2020,.425,.336,.337,.147,89,5.6,6.3,38.7,26.2,
Hernandez, Teoscar,606192,2020,.611,.399,.344,.317,93.3,18,4.7,53.1,28.3,
Marte, Ketel,606466,2020,.375,.301,.305,.114,89.2,3.7,6.1,40.5,27.7,
Stallings, Jacob,607732,2020,.320,.275,.290,.117,88.6,4.5,5.7,37.5,23.5,
Gallo, Joey,608336,2020,.416,.315,.309,.225,91.2,14,4.4,43.9,27.1,
Kelly, Carson,608348,2020,.351,.267,.260,.133,86.3,4.3,7.5,34.4,25.6,
Plawecki, Kevin,608700,2020,.386,.315,.327,.117,88.9,4.4,1.5,30.9,25.5,
Torrens, Luis,620443,2020,.388,.314,.324,.131,93,1.8,12.5,57.1,26.0,
Dahl, David,621311,2020,.286,.232,.238,.086,85.9,3,3,22.7,27.0,
Wendle, Joey,621563,2020,.370,.301,.312,.118,86.7,3.7,3.7,32.1,28.2,
Trevino, Jose,624431,2020,.453,.323,.293,.206,87.9,12.5,7.8,40.6,24.0,
Ervin, Phillip,640447,2020,.198,.251,.306,.033,85.4,0,0,25,27.5,
Anderson, Tim,641313,2020,.506,.357,.329,.214,87.2,10.1,4.4,35.8,28.7,
Dozier, Hunter,641531,2020,.383,.329,.349,.149,86.4,8.2,2.7,30.9,28.0,
Engel, Adam,641553,2020,.376,.294,.293,.123,87.2,5.8,1.4,31.9,30.3,
Hampson, Garrett,641658,2020,.388,.295,.285,.160,86.3,8.1,7.2,23.4,29.6,
Lewis, Kyle,641786,2020,.431,.343,.346,.193,88.3,11.7,7.3,35,27.9,
McMahon, Ryan,641857,2020,.394,.298,.285,.191,90.1,11.2,4.7,43,25.9,
O'Neill, Tyler,641933,2020,.376,.289,.280,.182,88,8.2,7.2,39.2,29.6,
Sisco, Chance,642082,2020,.376,.327,.348,.181,88.8,12.3,7,36.8,24.2,
Smith, Dominic,642086,2020,.563,.390,.363,.262,89.8,13.3,5.9,46.7,25.9,
VanMeter, Josh,642165,2020,.345,.290,.300,.134,89,6.5,2.2,37,26.6,
Adames, Willy,642715,2020,.392,.305,.303,.164,88.8,9.9,9,40.5,28.2,
Kemp, Tony,643393,2020,.349,.329,.372,.094,85.8,1.2,2.4,15.9,26.6,
Kiner-Falefa, Isiah,643396,2020,.340,.294,.312,.080,87.2,2.2,2.8,31.1,28.1,
Devers, Rafael,646240,2020,.458,.327,.303,.204,93,12.1,5.5,43.6,26.5,
Arraez, Luis,650333,2020,.453,.357,.358,.143,87.5,3.9,7.8,30.4,26.5,
Torres, Gleyber,650402,2020,.381,.332,.356,.138,88.6,3.7,6.5,38,26.4,
Castro, Willi,650489,2020,.512,.368,.344,.205,85.3,9.6,4.3,31.9,28.2,
Diaz, Yandy,650490,2020,.319,.323,.374,.077,88.3,2.1,3.1,30.9,26.0,
Rengifo, Luis,650859,2020,.249,.256,.292,.067,87.6,1.5,1.5,33.3,27.6,
Hilliard, Sam,656541,2020,.338,.262,.253,.150,88.3,9.5,3.2,44.4,29.4,
Verdugo, Alex,657077,2020,.369,.299,.305,.132,87,6.4,5.1,34.4,27.5,
Moncada, Yoan,660162,2020,.334,.289,.305,.128,87.8,6.2,4.6,33.1,27.5,
Tsutsugo, Yoshi,660294,2020,.421,.325,.325,.210,90.2,9.3,5.6,47.2,25.8,
Arauz, Jonathan,660620,2020,.357,.325,.363,.065,85.6,0,5.9,25.5,25.9,
Hoerner, Nico,663538,2020,.312,.295,.329,.071,87.5,1.2,5.8,37.2,28.8,
Mountcastle, Ryan,663624,2020,.430,.328,.326,.164,87.4,7.1,2,41.8,28.0,
Grisham, Trent,663757,2020,.482,.368,.365,.217,88.3,11.1,3.9,41.8,29.1,
Lowe, Nathaniel,663993,2020,.377,.300,.321,.147,88.9,15.4,7.7,43.6,27.0,
France, Ty,664034,2020,.481,.357,.348,.197,85.7,8.7,4.8,29.8,25.2,
Kingery, Scott,664068,2020,.390,.292,.278,.176,85.3,10.1,2.5,31.6,28.6,
Straw, Myles,664702,2020,.322,.255,.259,.099,87.4,1.7,5,21.7,28.6,
Soto, Juan,665742,2020,.696,.475,.475,.363,92.1,18.3,6.3,51.6,26.2,
Paredes, Isaac,670623,2020,.270,.244,.268,.060,86.5,0,5.3,26.3,25.5,
Pujols, Albert,405395,2020,.394,.293,.288,.151,88.6,5.5,5.5,34.4,22.0,
Choo, Shin-Soo,425783,2020,.455,.340,.338,.202,90,10.1,7.6,35.4,25.9,
Cruz Jr., Nelson,443558,2020,.540,.380,.366,.273,91.6,15,3.9,47.2,25.2,
Frazier, Todd,453943,2020,.363,.288,.289,.143,87.8,5.2,6.1,31.3,24.2,
Markakis, Nick,455976,2020,.361,.308,.331,.087,89,1.9,6.5,42.1,26.4,
Solano, Donovan,456781,2020,.415,.318,.318,.139,88.5,4.6,7.9,34.9,26.6,
McCutchen, Andrew,457705,2020,.479,.355,.343,.206,89.7,8.2,8.8,41.2,27.4,
Bruce, Jay,457803,2020,.472,.322,.289,.235,89,9.7,9.7,38.9,25.1,
Joyce, Matt,459964,2020,.334,.308,.333,.109,86.7,3.4,8,32.2,25.6,
Braun, Ryan,460075,2020,.474,.339,.318,.202,89.8,11.7,2.9,40.8,26.1,
Marte, Starling,516782,2020,.417,.324,.323,.155,87.1,6.4,4.3,30.3,28.5,
Sogard, Eric,519299,2020,.309,.288,.324,.055,84.4,0,1,14.6,25.7,
Galvis, Freddy,520471,2020,.358,.299,.307,.139,87,4.5,6.3,27.9,25.9,
Perez, Salvador,521692,2020,.618,.405,.341,.299,91,13.9,9.6,47,25.1,
Dickerson, Alex,543105,2020,.494,.356,.345,.227,90.9,10.7,4.1,44.3,27.0,
Hicks, Aaron,543305,2020,.432,.372,.403,.178,88.2,6.9,6.1,38.2,27.5,
Nola, Austin,543592,2020,.467,.361,.362,.187,89.7,7.8,7,43.4,26.3,
Rendon, Anthony,543685,2020,.467,.388,.418,.181,90.1,6.3,7.6,40.5,26.4,
Grichuk, Randal,545341,2020,.463,.330,.309,.198,88.9,11.2,6.5,39.6,27.7,
Ruiz, Rio,547004,2020,.354,.276,.276,.143,87.9,8.5,6.4,39,25.2,
Polanco, Gregory,570256,2020,.417,.301,.280,.195,92.9,12.6,8.4,51.6,27.4,
Urshela, Gio,570482,2020,.488,.377,.383,.176,91.4,6.9,6.9,40.8,25.0,
Arenado, Nolan,571448,2020,.392,.288,.289,.157,87.8,5.4,4.2,33.7,24.8,
Seager, Kyle,572122,2020,.472,.365,.371,.220,89.1,10.2,6.3,39.8,25.4,
Walker, Christian,572233,2020,.452,.338,.330,.188,90.4,6.4,10.5,48.5,26.9,
Gyorko, Jedd,576397,2020,.505,.357,.336,.256,88.6,16,4.9,43.2,23.9,
Canha, Mark,592192,2020,.411,.356,.384,.173,89.7,7.7,8.5,39.4,27.6,
Gamel, Ben,592325,2020,.407,.330,.342,.140,87.9,6.7,4,32,26.7,
Pederson, Joc,592626,2020,.450,.338,.325,.214,93,10.3,4.6,44.8,26.5,
Simmons, Andrelton,592743,2020,.281,.262,.292,.043,86.5,0,0,31.4,26.1,
Alberto, Hanser,593643,2020,.316,.259,.269,.072,82.3,1,3.1,20.7,26.8,
Gosselin, Phil,594838,2020,.359,.295,.313,.121,85.3,6.2,9.2,29.2,28.7,
Kiermaier, Kevin,595281,2020,.377,.325,.348,.129,87.7,6.3,3.1,41.7,29.3,
Knapp, Andrew,595284,2020,.409,.362,.394,.149,86.8,7.4,0,33.3,27.1,
Odor, Rougned,596059,2020,.417,.278,.237,.225,86,11.8,5.4,32.3,27.0,
Vogelbach, Daniel,596129,2020,.408,.333,.346,.180,89.5,8.5,7.3,41.5,24.1,
Sanchez, Gary,596142,2020,.427,.312,.291,.236,91.8,17.4,6.5,50,25.0,
Franco, Maikel,596748,2020,.394,.304,.302,.140,86.7,5.8,7.9,38.6,24.6,
Bradley Jr., Jackie,598265,2020,.373,.306,.315,.147,88.3,7.6,4.2,36.1,27.3,
Severino, Pedro,600474,2020,.427,.335,.337,.160,87.6,7.4,4.1,31.4,26.6,
Perez, Michael,605421,2020,.404,.303,.295,.172,87.3,10.3,5.2,32.8,24.8,
Turner, Trea,607208,2020,.509,.379,.365,.209,90.5,9.5,6,40.7,30.1,
Seager, Corey,608369,2020,.647,.428,.376,.321,93.2,15.8,13,55.9,27.0,
Guzman, Ronald,608597,2020,.419,.318,.308,.182,86.3,7.4,0,33.3,25.8,
Lopes, Tim,621005,2020,.347,.276,.275,.113,87.2,2.8,8.3,39.4,28.4,
Swanson, Dansby,621020,2020,.472,.352,.340,.206,89.1,11.4,4.8,40.7,28.5,
Newman, Kevin,621028,2020,.328,.284,.303,.082,85.5,0.7,5.1,28.3,27.6,
Buxton, Byron,621439,2020,.544,.332,.260,.297,91.2,13.5,8.3,47.9,30.0,
Stewart, DJ,621466,2020,.392,.336,.354,.199,91.4,19.2,1.9,46.2,26.2,
Stewart, Christin,621514,2020,.365,.274,.263,.156,85.7,11.5,1.6,29.5,26.3,
Margot, Manuel,622534,2020,.378,.308,.317,.120,89.4,4.1,6.6,33.9,28.4,
Camargo, Johan,622666,2020,.316,.240,.229,.133,87.3,4.7,5.9,32.9,25.6,
Cronenworth, Jake,630105,2020,.538,.396,.387,.217,89.8,10.5,5.6,42.7,28.7,
Mercado, Oscar,640458,2020,.227,.193,.202,.070,88.2,1.6,4.9,32.8,28.1,
Valaika, Pat,642162,2020,.453,.321,.298,.195,88.7,8.3,8.3,34.3,27.3,
Wade, Tyler,642180,2020,.326,.310,.349,.085,86.6,1.5,4.4,27.9,28.2,
Dubon, Mauricio,643289,2020,.402,.319,.324,.146,86.2,4,4.8,30.6,27.9,
Jansen, Danny,643376,2020,.441,.356,.368,.192,85.1,8.6,3.2,35.5,27.2,
Long Jr., Shed,643418,2020,.301,.246,.244,.128,87.1,6.3,3.8,32.5,26.8,
McBroom, Ryan,643436,2020,.455,.300,.252,.240,89,13.7,3.9,31.4,26.5,
Tauchman, Mike,643565,2020,.321,.297,.350,.070,84.9,1.4,4.3,24.3,27.1,
Robles, Victor,645302,2020,.280,.262,.284,.075,82.2,1.7,5.1,22.9,28.0,
Ford, Mike,645801,2020,.393,.311,.312,.162,89.7,6.8,8.5,39,24.3,
Naylor, Josh,647304,2020,.383,.309,.317,.108,86.8,3.5,2.4,34.1,26.9,
Jimenez, Eloy,650391,2020,.544,.368,.321,.261,92.4,16.5,7,55.7,27.2,
Chapman, Matt,656305,2020,.535,.345,.286,.293,93.6,18,7.9,51.7,27.5,
Hoskins, Rhys,656555,2020,.504,.379,.376,.268,89.8,14.8,5.6,42.6,25.7,
O'Hearn, Ryan,656811,2020,.384,.317,.335,.155,90.7,6.5,9.1,44.2,26.3,
White, Evan,657108,2020,.387,.292,.269,.197,91.7,14.1,8.1,52.5,28.2,
DeJong, Paul,657557,2020,.406,.315,.314,.168,89.2,7.5,7.5,40.6,26.5,
Laureano, Ramon,657656,2020,.403,.338,.353,.173,87.7,9.4,4.7,34.4,27.9,
Fuentes, Joshua,658069,2020,.341,.270,.273,.087,84,1.4,5.6,23.9,27.7,
Tejeda, Anderson,660731,2020,.380,.252,.214,.187,90.8,13.3,6.7,42.2,27.3,
Varsho, Daulton,662139,2020,.351,.292,.298,.151,86.2,4.4,5.9,38.2,28.3,
Riley, Austin,663586,2020,.468,.338,.322,.206,91,10,5,42.9,26.8,
Madrigal, Nick,663611,2020,.351,.311,.338,.052,83.7,0,0,19.8,28.0,
Hayes, Ke'Bryan,663647,2020,.486,.363,.368,.193,92.8,9.2,10.8,55.4,28.0,
Lowe, Brandon,664040,2020,.550,.383,.355,.289,89.8,17.5,5.1,43.1,27.4,
Bohm, Alec,664761,2020,.474,.363,.360,.182,90.2,10.3,3.2,46.8,27.3,
Walsh, Jared,665120,2020,.549,.362,.311,.275,88.1,12.6,3.4,39.1,26.5,
Taveras, Leody,665750,2020,.379,.308,.316,.143,88.9,6.5,9.1,41.6,29.1,
Adell, Jo,666176,2020,.288,.229,.225,.114,90.6,4.3,11.6,36.2,29.3,
Bichette, Bo,666182,2020,.532,.359,.320,.240,89.2,12.5,9.4,40.6,27.7,
Reynolds, Bryan,668804,2020,.403,.314,.310,.175,87.5,10.2,3.9,38.3,28.2,
Edman, Tommy,669242,2020,.366,.313,.333,.101,86.5,3.8,4.4,33.5,28.9,
Solak, Nick,669256,2020,.388,.318,.326,.124,89.9,4.7,7,40.4,28.6,
Smith, Will,669257,2020,.539,.407,.409,.247,90.8,12.9,9.7,47.3,27.8,
Cabrera, Miguel,408234,2020,.515,.375,.363,.229,93.2,9.7,5.8,49.7,23.1,
Cano, Robinson,429664,2020,.481,.353,.338,.184,90.4,7.4,8.8,46.6,24.8,
Kendrick III, Howie,435062,2020,.450,.332,.333,.168,88.8,6.6,6.6,39.5,24.8,
Suzuki, Kurt,435559,2020,.351,.310,.333,.105,83.9,3.2,6.3,24.2,24.1,
Maldonado, Martin,455117,2020,.360,.318,.341,.156,86.1,8.1,3.5,26.7,23.6,
Turner, Justin,457759,2020,.548,.401,.391,.252,90.3,11.2,9.6,44,25.4,
Andrus, Elvis,462101,2020,.389,.295,.289,.156,88.5,5.7,9.1,37.5,26.3,
Martinez, Jose,500874,2020,.356,.288,.297,.139,87.9,4.9,6.6,32.8,26.6,
Adrianza, Ehire,501303,2020,.308,.276,.296,.107,85.9,3,6.1,24.2,26.2,
Reddick, Josh,502210,2020,.358,.301,.317,.113,85.9,4.8,4.8,29.3,26.2,
Goldschmidt, Paul,502671,2020,.510,.396,.403,.224,89.2,10.7,7.4,40.9,26.4,
Altuve, Jose,514888,2020,.347,.286,.295,.118,86.7,4.6,5.9,33.3,28.4,
Dietrich, Derek,518618,2020,.476,.376,.381,.237,85.4,12.5,10,35,26.9,
Heyward, Jason,518792,2020,.451,.381,.413,.163,87.6,4.5,8,40.2,27.0,
Stanton, Giancarlo,519317,2020,.539,.413,.424,.244,91.1,18.4,2,51,25.7,
Thames, Eric,519346,2020,.379,.305,.314,.160,88.7,6.2,12.3,46.9,25.9,
Flores, Wilmer,527038,2020,.430,.309,.294,.185,87.9,6.1,6.1,34.4,25.1,
Garcia, Avisail,541645,2020,.375,.317,.339,.131,87.4,3.8,8.3,37.1,28.0,
Ozuna, Marcell,542303,2020,.635,.436,.410,.323,93,15.4,8.3,54.4,27.1,
Crawford, Brandon,543063,2020,.396,.307,.310,.162,88.7,9.4,4.7,39.4,25.7,
Grossman, Robbie,543257,2020,.397,.326,.342,.158,89,5.5,7.8,37.5,27.5,
Hosmer, Eric,543333,2020,.516,.364,.332,.234,90.8,10.3,6.8,47,25.6,
Kipnis, Jason,543401,2020,.332,.282,.293,.152,86.2,9.3,4,30.7,27.5,
McCann, James,543510,2020,.458,.346,.340,.198,90.5,8.7,5.8,47.8,26.1,
Miller, Brad,543543,2020,.481,.377,.377,.229,89.8,13.4,6.2,43.3,27.3,
